frame_no,user_position,user_orientation,camera_hit_obj,camera_hit_point,camera_hit_dist,controller_hit_obj,controller_hit_point,controller_hit_distance
9880,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9890,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9900,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9910,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9920,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9930,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9940,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9950,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9960,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9970,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9980,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
9990,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
10000,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
10010,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
10020,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
10030,"(56.57,3.31,5.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.93,Cube,"(61.90,2.57,-1.04)",7.87
10040,"(56.69,3.31,4.97)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.74,Cube,"(61.83,2.60,-1.04)",7.63
10050,"(56.87,3.31,4.62)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",18.34,Cube,"(61.69,2.65,-1.04)",7.15
10060,"(57.05,3.31,4.26)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",17.93,Cube,"(61.67,2.68,-1.17)",6.84
10070,"(57.24,3.31,3.88)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",17.51,Cube,"(61.67,2.71,-1.33)",6.56
10080,"(57.43,3.31,3.51)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",17.13,Cube,"(61.67,2.73,-1.48)",6.30
10090,"(57.61,3.31,3.15)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",16.74,Cube,"(61.67,2.76,-1.64)",6.03
10100,"(57.79,3.31,2.79)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",16.34,Cube,"(61.67,2.78,-1.81)",5.78
10110,"(57.97,3.31,2.44)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",15.93,Cube,"(61.67,2.81,-1.97)",5.51
10120,"(58.16,3.31,2.06)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",15.43,Wall East,"(66.89,2.04,-8.01)",13.05
10130,"(58.34,3.31,1.70)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",15.04,Wall East,"(66.89,2.07,-8.20)",12.81
10140,"(58.52,3.31,1.35)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",14.63,Wall East,"(66.89,2.08,-8.40)",12.57
10150,"(58.70,3.31,0.99)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",14.24,Wall East,"(66.89,2.08,-8.57)",12.32
10160,"(58.88,3.31,0.63)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",13.83,Wall East,"(66.89,2.09,-8.74)",12.06
10170,"(59.06,3.31,0.27)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",13.44,Wall East,"(66.89,2.11,-8.89)",11.79
10180,"(59.25,3.31,-0.10)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",13.01,Wall East,"(66.89,2.14,-9.06)",11.50
10190,"(59.43,3.31,-0.46)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",12.62,Wall East,"(66.89,2.19,-9.19)",11.21
10200,"(59.61,3.31,-0.82)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",12.21,Wall East,"(66.89,2.23,-9.32)",10.91
10210,"(59.79,3.31,-1.17)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",11.82,Wall East,"(66.89,2.26,-9.47)",10.64
10220,"(59.96,3.31,-1.53)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",11.42,Wall East,"(66.89,2.29,-9.61)",10.35
10230,"(60.15,3.31,-1.89)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",11.02,Wall East,"(66.89,2.32,-9.76)",10.08
10240,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.34,-9.84)",9.94
10250,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.35,-9.83)",9.93
10260,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.35,-9.83)",9.93
10270,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.35,-9.83)",9.93
10280,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.33,-9.90)",9.98
10290,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.27,-11.92)",11.58
10300,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.31,-14.62)",13.86
10310,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.30,-18.10)",17.00
10320,"(60.22,3.31,-2.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.81,Wall East,"(66.89,2.28,-19.26)",18.06
10330,"(60.31,3.31,-2.21)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.70,Wall South (1),"(66.71,2.19,-20.25)",18.82
10340,"(60.49,3.31,-2.57)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",10.30,Wall South (1),"(66.48,2.13,-20.25)",18.35
10350,"(60.68,3.31,-2.94)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",9.92,Wall South (1),"(66.05,1.94,-20.25)",17.86
10360,"(60.86,3.31,-3.30)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",9.52,Wall South (1),"(65.85,1.84,-20.25)",17.41
10370,"(61.04,3.31,-3.67)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",9.02,Wall South (1),"(65.40,1.74,-20.25)",16.81
10380,"(61.22,3.31,-4.03)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.08,3.31,-11.69)",8.62,Wall South (1),"(65.17,1.71,-20.25)",16.37
10390,"(61.31,3.31,-4.39)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(65.02,3.31,-11.69)",8.21,Wall South (1),"(65.12,1.73,-20.25)",15.98
10400,"(61.19,3.31,-4.77)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(64.70,3.31,-11.69)",7.79,Wall South (1),"(64.90,1.77,-20.25)",15.59
10410,"(61.06,3.31,-5.15)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(64.38,3.31,-11.69)",7.36,Wall South (1),"(64.68,1.81,-20.25)",15.19
10420,"(60.93,3.31,-5.55)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(64.05,3.31,-11.69)",6.91,Wall South (1),"(64.46,1.85,-20.25)",14.78
10430,"(60.99,3.31,-5.92)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",6.50,Wall South (1),"(64.40,1.89,-20.25)",14.40
10440,"(61.18,3.31,-6.29)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",6.12,Wall South (1),"(64.57,1.88,-20.25)",14.07
10450,"(61.35,3.31,-6.65)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",5.72,Wall South (1),"(64.75,1.76,-20.25)",13.74
10460,"(61.53,3.31,-7.01)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",5.32,Wall South (1),"(64.83,1.59,-20.25)",13.39
10470,"(61.74,3.31,-7.42)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",4.82,Wall South (1),"(64.67,1.20,-20.25)",12.94
10480,"(61.92,3.31,-7.78)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",4.42,Wall South (1),"(64.59,1.09,-20.25)",12.55
10490,"(62.10,3.31,-8.13)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",4.02,Wall South (1),"(64.36,1.09,-20.25)",12.13
10500,"(62.28,3.31,-8.49)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",3.62,Wall South (1),"(64.11,1.19,-20.25)",11.69
10510,"(62.46,3.31,-8.85)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.89,3.31,-11.69)",3.22,Wall South (1),"(63.86,1.34,-20.25)",11.26
10520,"(62.46,3.31,-9.22)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.73,3.31,-11.69)",2.81,Wall South (1),"(63.77,1.42,-20.25)",10.87
10530,"(62.33,3.31,-9.62)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.40,3.31,-11.69)",2.36,Teleporter 2,"(63.40,1.79,-18.60)",8.78
10540,"(62.20,3.31,-10.00)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(63.08,3.31,-11.69)",1.94,Teleporter 2,"(63.23,1.86,-18.62)",8.41
10550,"(62.07,3.31,-10.38)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(62.77,3.31,-11.69)",1.51,Wall South (1),"(63.25,1.63,-20.25)",9.69
10560,"(61.94,3.31,-10.78)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(62.47,3.31,-11.69)",1.11,Teleporter 2,"(63.25,1.99,-18.63)",7.71
10570,"(61.80,3.31,-11.19)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(62.13,3.31,-11.69)",0.66,Teleporter 2,"(63.43,2.00,-18.62)",7.37
10580,"(61.67,3.31,-11.61)","(0.45,0.00,-0.89)",Game Win Trigger 2,"(61.74,3.31,-11.69)",0.13,Teleporter 2,"(63.42,2.00,-18.62)",6.95
10590,"(61.54,3.31,-11.99)","(0.45,0.00,-0.89)",Wall South (1),"(65.73,3.31,-20.25)",9.29,Teleporter 2,"(63.29,2.00,-18.63)",6.59
10600,"(61.39,3.31,-12.45)","(0.45,0.00,-0.89)",Wall South (1),"(65.36,3.31,-20.25)",8.80,Teleporter 2,"(63.23,1.95,-18.64)",6.22
10610,"(61.26,3.31,-12.85)","(0.45,0.00,-0.89)",Wall South (1),"(65.02,3.31,-20.25)",8.33,Teleporter 2,"(63.18,1.95,-18.64)",5.87
10620,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.33,1.96,-18.63)",5.55
10630,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.41,1.91,-18.64)",5.60
10640,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.65)",5.62
10650,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.65)",5.62
10660,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.65)",5.62
10670,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.65)",5.62
10680,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.65)",5.62
10690,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.65)",5.62
10700,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.90,-18.64)",5.61
10710,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.91,-18.64)",5.61
10720,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.44,1.91,-18.63)",5.60
10730,"(61.38,3.31,-13.16)","(0.45,0.00,-0.89)",Wall South (1),"(64.95,3.31,-20.25)",7.94,Teleporter 2,"(63.43,1.91,-18.62)",5.59
10740,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.30,-12.25)",3.10
10750,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.30,-12.25)",3.10
10760,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.30,-12.25)",3.10
10770,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.30,-12.25)",3.10
10780,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.30,-12.25)",3.10
10790,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.31,-12.25)",3.10
10800,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.31,-12.25)",3.10
10810,"(98.37,2.06,-9.02)","(0.45,0.00,-0.89)",Wall South,"(100.00,2.06,-12.25)",3.62,Wall South,"(99.54,1.31,-12.25)",3.10
10820,"(101.08,3.31,-8.36)","(0.48,0.00,-0.88)",Wall South,"(103.04,3.31,-12.25)",4.35,Wall South,"(102.50,2.37,-12.25)",3.82
10830,"(101.44,3.31,-8.14)","(0.55,0.00,-0.83)",Wall South,"(103.99,3.31,-12.25)",4.83,Wall South,"(103.38,2.26,-12.25)",4.24
10840,"(101.77,3.31,-7.90)","(0.62,0.00,-0.78)",Wall South,"(105.00,3.31,-12.25)",5.42,Wall South,"(104.30,2.13,-12.25)",4.75
10850,"(102.07,3.31,-7.64)","(0.69,0.00,-0.73)",Wall South,"(106.16,3.31,-12.25)",6.16,Wall South,"(105.33,1.97,-12.25)",5.38
10860,"(102.34,3.31,-7.35)","(0.74,0.00,-0.67)",Wall South,"(107.50,3.31,-12.25)",7.11,Wall South,"(106.50,1.76,-12.25)",6.18
10870,"(102.63,3.31,-6.99)","(0.81,0.00,-0.59)",Wall South,"(109.57,3.31,-12.25)",8.70,Wall South,"(108.24,1.42,-12.25)",7.50
10880,"(102.88,3.31,-6.63)","(0.86,0.00,-0.52)",Game Win Trigger,"(110.80,3.31,-11.69)",9.40,Wall South,"(109.96,1.06,-12.25)",8.90
10890,"(103.07,3.31,-6.28)","(0.90,0.00,-0.44)",Game Win Trigger,"(113.39,3.31,-11.69)",11.66,Door,"(112.28,0.52,-12.37)",10.97
10900,"(103.23,3.31,-5.91)","(0.93,0.00,-0.37)",Game Win Trigger,"(116.99,3.31,-11.69)",14.92,Ground,"(114.63,0.00,-12.11)",12.97
10910,"(103.36,3.31,-5.53)","(0.96,0.00,-0.29)",Wall East,"(119.29,3.31,-10.69)",16.75,Ground,"(115.24,0.00,-10.75)",12.97
10920,"(103.46,3.31,-5.12)","(0.98,0.00,-0.20)",Wall East,"(119.29,3.31,-8.85)",16.26,Ground,"(115.73,0.00,-9.35)",12.97
10930,"(103.52,3.31,-4.73)","(0.99,0.00,-0.12)",Wall East,"(119.29,3.31,-7.15)",15.95,Ground,"(116.12,0.00,-8.00)",13.01
10940,"(103.55,3.31,-4.31)","(1.00,0.00,-0.03)",Wall East,"(119.29,3.31,-4.99)",15.75,Ground,"(116.48,0.00,-6.18)",13.07
10950,"(103.55,3.31,-3.91)","(1.00,0.00,0.05)",Wall East,"(119.29,3.31,-3.27)",15.76,Ground,"(116.59,0.00,-4.69)",13.07
10960,"(103.51,3.31,-3.51)","(0.99,0.00,0.14)",Wall East,"(119.29,3.31,-1.53)",15.91,Ground,"(116.57,0.00,-3.20)",13.07
10970,"(103.43,3.31,-3.12)","(0.98,0.00,0.22)",Wall East,"(119.29,3.31,0.24)",16.21,Ground,"(116.43,0.00,-1.71)",13.07
10980,"(103.29,3.31,-2.62)","(0.95,0.00,0.32)",Wall East,"(119.29,3.31,2.55)",16.81,Ground,"(116.07,0.00,0.12)",13.07
10990,"(103.13,3.31,-2.21)","(0.91,0.00,0.41)",Key,"(106.93,3.31,-0.67)",4.10,Ground,"(115.63,0.00,1.62)",13.07
11000,"(102.95,3.31,-1.85)","(0.88,0.00,0.48)",Wall East,"(119.29,3.31,6.72)",18.45,Ground,"(115.08,0.00,3.01)",13.07
11010,"(102.74,3.31,-1.51)","(0.83,0.00,0.55)",Wall East,"(119.29,3.31,9.02)",19.62,Ground,"(114.43,0.00,4.35)",13.07
11020,"(102.50,3.31,-1.19)","(0.78,0.00,0.62)",Wall East,"(119.29,3.31,11.60)",21.10,Ground,"(113.66,0.00,5.63)",13.07
11030,"(102.29,3.31,-0.95)","(0.74,0.00,0.67)",Wall North,"(116.79,3.31,12.25)",19.61,Ground,"(112.79,0.00,6.84)",13.07
11040,"(102.29,3.31,-0.95)","(0.74,0.00,0.67)",Wall North,"(116.79,3.31,12.25)",19.61,Ground,"(112.79,0.00,6.84)",13.07
11050,"(102.29,3.31,-0.95)","(0.74,0.00,0.67)",Wall North,"(116.79,3.31,12.25)",19.61,Ground,"(112.79,0.00,6.84)",13.07
11060,"(102.29,3.31,-0.95)","(0.74,0.00,0.67)",Wall North,"(116.79,3.31,12.25)",19.61,Ground,"(112.79,0.00,6.84)",13.07
11070,"(102.56,3.31,-1.27)","(0.80,0.00,0.61)",Wall North,"(119.22,3.31,12.25)",21.45,Ground,"(113.44,0.00,5.94)",13.07
11080,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11090,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11100,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11110,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11120,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11130,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11140,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11150,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11160,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11170,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11180,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11190,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11200,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11210,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11220,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11230,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11240,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11250,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11260,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11270,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11280,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11290,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11300,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11310,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11320,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11330,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11340,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11350,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11360,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11370,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11380,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11390,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11400,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11410,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11420,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11430,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11440,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11450,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11460,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11470,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11480,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
11490,"(102.61,3.31,-1.34)","(0.81,0.00,0.59)",Wall East,"(119.29,3.31,10.92)",20.70,Ground,"(113.86,0.00,5.31)",13.07
